v2,v1
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham
Just getting back home,ham
"Sorry, I'll call later  &lt;#&gt; mins",ham
Dun need to use dial up juz open da browser n surf...,ham
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",spam
You also didnt get na hi hi hi hi hi,ham
Ya but it cant display internal subs so i gotta extract them,ham
If i said anything wrong sorry de:-),ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham
"When you get free, call me",ham
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ��_,ham
Ok i msg u b4 i leave my house.,ham
Still at west coast... Haiz... ��'ll take forever to come back...,ham
MMM ... Fuck .... Merry Christmas to me,ham
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham
Update your face book status frequently :),ham
Just now saw your message.it k da:),ham
Was it something u ate?,ham
So what did the bank say about the money?,ham
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
Yar lor... How u noe? U used dat route too?,ham
2mro i am not coming to gym machan. Goodnight.,ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
Can u look 4 me in da lib i got stuff havent finish yet.,ham
Sounds great! Im going to sleep now. Have a good night!,ham
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
How come u got nothing to do?,ham
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham
i want to grasp your pretty booty :),ham
I've got it down to a tea. not sure which flavour,ham
I'm going 2 orchard now laready me reaching soon. U reaching?,ham
Dear i am not denying your words please,ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
COME BACK TO TAMPA FFFFUUUUUUU,ham
"2 celebrate my b��day, y else?",ham
Merry christmas to u too annie!,ham
Please tell me you have some of that special stock you were talking about,ham
I sent them. Do you like?,ham
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
"Awesome, be there in a minute",ham
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",ham
I've told you everything will stop. Just dont let her get dehydrated.,ham
Or I guess  &lt;#&gt;  min,ham
I'm home. Ard wat time will u reach?,ham
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
"If you want to mapquest it or something look up \usf dogwood drive\""",ham
Aight should I just plan to come up later tonight?,ham
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",spam
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",ham
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham
Ranjith cal drpd Deeraj and deepak 5min hold,ham
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham
Hey u still at the gym?,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
Much better now thanks lol,ham
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
Wa... U so efficient... Gee... Thanx...,ham
3. You have received your mobile content. Enjoy,spam
S but not able to sleep.,ham
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam
We will meet soon princess! Ttyl!,ham
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham
Oh :-)only 4 outside players allowed to play know,ham
I anything lor.,ham
Erutupalam thandiyachu,ham
"Y cant u try new invention to fly..i'm not joking.,",ham
No..its ful of song lyrics..,ham
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham
Shopping? Eh ger i toking abt syd leh...Haha,ham
What not under standing.,ham
have * good weekend.,ham
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
Call me when you get the chance plz &lt;3,ham
The new deus ex game comin early next yr,ham
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
Probably a couple hours tops,ham
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
Man this bus is so so so slow. I think you're gonna get there before me,ham
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham
Ok,ham
"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+",spam
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
Nvm take ur time.,ham
So wat's da decision?,ham
Wot is u up 2 then bitch?,ham
Stupid.its not possible,ham
She told to hr that he want posting in chennai:)because i'm working here:),ham
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
When are you guys leaving?,ham
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. �� got a lot of work ar?,ham
Not able to do anything.,ham
�� takin linear algebra today?,ham
This weekend is fine (an excuse not to do too much decorating),ham
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham
Now project pa. After that only i can come.,ham
Money i have won wining number 946 wot do i do next,spam
"Sure, whenever you show the fuck up &gt;:(",ham
That was random saw my old roomate on campus. He graduated,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
Hi good mornin.. Thanku wish u d same..,ham
DO U WANT 2 MEET UP 2MORRO,ham
Actually I decided I was too hungry so I haven't left yet :V,ham
I've sent �_ my part..,ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )",spam
Understand. his loss is my gain :) so do you work? School?,ham
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
"Hiya, probably coming home * weekend after next",ham
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,ham
Ok both our days. So what are you making for dinner tonite? Am I invited?,ham
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
